CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12565,289,1,145.92,1,1,1,111,Needs Attention
12566,86,1,278.93,2,1,2,212,At Risk
12567,23,10,7989.67,3,4,4,344,Loyal
12569,2,32,3094.13,4,4,4,444,Champion
12571,40,2,519.61,3,2,2,322,Potential Loyalist
12572,9,2,789.27,4,2,3,423,Potential Loyalist
12573,227,1,160.54000000000002,1,1,1,111,Needs Attention
12574,316,1,182.45000000000002,1,1,1,111,Needs Attention
12576,36,5,1235.26,3,4,3,343,Loyal
12577,35,3,622.65,3,3,3,333,Loyal
12578,21,2,2329.96,3,2,4,324,Potential Loyalist
12579,78,1,360.92,2,1,2,212,At Risk
12580,247,1,379.7,1,1,2,112,Needs Attention
12581,40,1,179.71,3,1,1,311,Potential Loyalist
12582,239,2,313.92,1,2,2,122,Lost
12583,3,15,5897.73,4,4,4,444,Champion
12584,4,8,1901.45,4,4,4,444,Champion
12585,234,2,1534.81,1,2,4,124,Lost
12586,17,1,196.94000000000003,4,1,1,411,Potential Loyalist
12587,8,1,104.0,4,1,1,411,Potential Loyalist
12588,39,1,149.39999999999998,3,1,1,311,Potential Loyalist
12589,29,2,468.28,3,2,2,322,Potential Loyalist
12590,211,1,1352.06,1,1,4,114,Needs Attention
12591,317,1,368.85,1,1,2,112,Needs Attention
12592,92,2,401.6,2,2,2,222,At Risk
12593,109,3,382.09999999999997,2,3,2,232,At Risk
12594,47,8,2991.98,3,4,4,344,Loyal
12596,51,2,356.19,3,2,2,322,Potential Loyalist
12597,19,4,2816.97,3,3,4,334,Loyal
12598,10,7,2540.0299999999997,4,4,4,444,Champion
12599,29,7,787.78,3,4,3,343,Loyal
12600,29,10,2054.7200000000003,3,4,4,344,Loyal
12601,190,5,447.11,1,4,2,142,Lost
12602,59,1,129.22,2,1,1,211,At Risk
12604,79,2,236.18,2,2,1,221,At Risk
12607,60,1,1562.56,2,1,4,214,At Risk
12609,78,3,927.41,2,3,3,233,At Risk
12610,23,4,1575.54,3,3,4,334,Loyal
12611,52,1,1025.42,2,1,3,213,At Risk
12612,74,1,668.0400000000001,2,1,3,213,At Risk
12613,57,4,3041.38,2,3,4,234,At Risk
12614,278,1,315.6,1,1,2,112,Needs Attention
12615,2,4,1813.29,4,3,4,434,Loyal
12616,95,2,641.3,2,2,3,223,At Risk
12617,29,1,352.98,3,1,2,312,Potential Loyalist
12618,22,1,137.31,3,1,1,311,Potential Loyalist
12619,16,8,942.71,4,4,3,443,Loyal
12620,15,3,1224.21,4,3,3,433,Loyal
12621,2,19,9893.91,4,4,4,444,Champion
12622,232,1,123.85,1,1,1,111,Needs Attention
12623,276,1,269.1,1,1,2,112,Needs Attention
12624,106,2,556.38,2,2,2,222,At Risk
12625,212,2,2353.82,1,2,4,124,Lost
12626,23,9,5504.44,3,4,4,344,Loyal
12627,11,6,4001.41,4,4,4,444,Champion
12628,4,3,732.46,4,3,3,433,Loyal
12630,10,2,1001.1800000000001,4,2,3,423,Potential Loyalist
12631,57,1,480.5,2,1,2,212,At Risk
12633,59,4,1680.54,2,3,4,234,At Risk
12635,90,2,1474.94,2,2,4,224,At Risk
12637,67,8,5702.3,2,4,4,244,At Risk
12638,33,1,511.69,3,1,2,312,Potential Loyalist
12639,239,1,351.15,1,1,2,112,Needs Attention
12640,24,3,809.9300000000001,3,3,3,333,Loyal
12641,115,1,145.9,2,1,1,211,At Risk
12642,25,3,794.71,3,3,3,333,Loyal
12643,128,3,275.28,2,3,2,232,At Risk
12644,130,1,465.16,2,1,2,212,At Risk
12645,34,4,1631.18,3,3,4,334,Loyal
12646,5,2,975.12,4,2,3,423,Potential Loyalist
12647,22,12,2032.97,3,4,4,344,Loyal
12648,155,1,300.05,1,1,2,112,Needs Attention
12649,107,3,532.07,2,3,2,232,At Risk
12650,3,1,242.44000000000003,4,1,1,411,Potential Loyalist
12651,335,1,114.0,1,1,1,111,Needs Attention
12652,331,1,764.08,1,1,3,113,Needs Attention
12653,149,2,1699.61,1,2,4,124,Lost
12654,11,5,517.23,4,4,2,442,Loyal
12656,17,5,2423.0,4,4,4,444,Champion
12657,11,4,850.7,4,3,3,433,Loyal
12658,19,1,619.3,3,1,3,313,Potential Loyalist
12659,30,1,45.6,3,1,1,311,Potential Loyalist
12660,11,1,227.1,4,1,1,411,Potential Loyalist
12662,1,11,3501.23,4,4,4,444,Champion
12664,36,6,1156.0,3,4,3,343,Loyal
12665,325,1,45.0,1,1,1,111,Needs Attention
12667,58,1,460.13,2,1,2,212,At Risk
12668,12,4,3100.83,4,3,4,434,Loyal
12669,151,2,1410.78,1,2,4,124,Lost
12670,10,5,2450.77,4,4,4,444,Champion
12672,330,1,225.89999999999998,1,1,1,111,Needs Attention
12673,5,2,574.52,4,2,3,423,Potential Loyalist
12674,39,4,1388.78,3,3,4,334,Loyal
12676,25,6,1031.39,3,4,3,343,Loyal
12678,42,9,1775.1,3,4,4,344,Loyal
12679,284,1,722.06,1,1,3,113,Needs Attention
12680,1,4,790.81,4,3,3,433,Loyal
12681,15,21,11411.76,4,4,4,444,Champion
12682,4,30,9302.14,4,4,4,444,Champion
12683,4,14,6802.49,4,4,4,444,Champion
12684,8,6,1779.99,4,4,4,444,Champion
12685,28,6,2536.83,3,4,4,344,Loyal
12686,372,1,71.14,1,1,1,111,Needs Attention
12688,114,1,3476.71,2,1,4,214,At Risk
12689,26,2,1139.61,3,2,3,323,Potential Loyalist
12690,206,1,285.01,1,1,2,112,Needs Attention
12691,58,4,769.4,2,3,3,233,At Risk
12693,127,4,711.91,2,3,3,233,At Risk
12694,70,2,634.17,2,2,3,223,At Risk
12695,7,4,582.1,4,3,3,433,Loyal
12697,29,3,729.51,3,3,3,333,Loyal
12700,8,4,4175.0199999999995,4,3,4,434,Loyal
12701,80,2,691.8100000000001,2,2,3,223,At Risk
12702,20,1,201.0,3,1,1,311,Potential Loyalist
12703,71,1,265.55,2,1,2,212,At Risk
12704,7,8,1304.43,4,4,3,443,Loyal
12705,15,8,6094.9400000000005,4,4,4,444,Champion
12707,292,1,501.42,1,1,2,112,Needs Attention
12708,30,10,2277.11,3,4,4,344,Loyal
12709,15,15,8325.65,4,4,4,444,Champion
12710,97,3,1023.02,2,3,3,233,At Risk
12712,29,13,3853.13,3,4,4,344,Loyal
12713,1,1,722.85,4,1,3,413,Potential Loyalist
12714,9,5,4134.21,4,4,4,444,Champion
12715,106,1,263.36,2,1,2,212,At Risk
12716,4,2,963.49,4,2,3,423,Potential Loyalist
12717,151,2,791.03,1,2,3,123,Lost
12718,71,1,202.25,2,1,1,211,At Risk
12719,5,2,535.45,4,2,2,422,Potential Loyalist
12720,3,25,4796.01,4,4,4,444,Champion
12721,32,6,2247.65,3,4,4,344,Loyal
12722,85,3,873.5799999999999,2,3,3,233,At Risk
12723,4,4,622.32,4,3,3,433,Loyal
12724,5,4,923.41,4,3,3,433,Loyal
12725,371,1,371.8,1,1,2,112,Needs Attention
12726,28,7,1793.82,3,4,4,344,Loyal
12727,11,7,3305.82,4,4,4,444,Champion
12728,71,4,634.33,2,3,3,233,At Risk
12729,114,1,417.01,2,1,2,212,At Risk
12731,24,10,9608.41,3,4,4,344,Loyal
12732,180,1,218.26000000000002,1,1,1,111,Needs Attention
12733,234,1,307.45,1,1,2,112,Needs Attention
12734,353,1,110.39999999999999,1,1,1,111,Needs Attention
12735,315,2,628.77,1,2,3,123,Lost
12736,333,1,93.6,1,1,1,111,Needs Attention
12738,372,1,137.35,1,1,1,111,Needs Attention
12739,99,1,553.44,2,1,2,212,At Risk
12740,64,1,427.6,2,1,2,212,At Risk
12743,134,2,497.68,2,2,2,222,At Risk
12744,56,4,6364.43,2,3,4,234,At Risk
12747,2,11,4070.0099999999998,4,4,4,444,Champion
12748,1,201,24346.52,4,4,4,444,Champion
12749,4,5,3510.08,4,4,4,444,Champion
12750,129,1,251.98,2,1,2,212,At Risk
12752,81,1,1715.9,2,1,4,214,At Risk
12753,23,6,5611.27,3,4,4,344,Loyal
12754,277,2,61.62,1,2,1,121,Lost
12755,281,1,17.549999999999997,1,1,1,111,Needs Attention
12756,87,1,50.879999999999995,2,1,1,211,At Risk
12757,16,8,3997.05,4,4,4,444,Champion
12758,117,2,2540.19,2,2,4,224,At Risk
12759,52,3,1318.39,2,3,3,233,At Risk
12762,8,2,1227.8,4,2,3,423,Potential Loyalist
12763,369,1,320.08,1,1,2,112,Needs Attention
12764,317,1,1166.28,1,1,3,113,Needs Attention
12766,4,7,6287.83,4,4,4,444,Champion
12769,239,1,1143.6,1,1,3,113,Needs Attention
12770,211,1,488.04999999999995,1,1,2,112,Needs Attention
12772,60,1,701.97,2,1,3,213,At Risk
12775,17,5,1264.09,4,4,3,443,Loyal
12778,20,6,597.73,3,4,3,343,Loyal
12779,38,8,3570.63,3,4,4,344,Loyal
12781,64,2,673.94,2,2,3,223,At Risk
12782,5,5,1877.1200000000001,4,4,4,444,Champion
12783,2,4,1267.0,4,3,3,433,Loyal
12784,15,1,476.82,4,1,2,412,Potential Loyalist
12785,364,1,239.0,1,1,1,111,Needs Attention
12787,10,3,418.66,4,3,2,432,Loyal
12790,192,1,294.92,1,1,2,112,Needs Attention
12792,257,1,329.59,1,1,2,112,Needs Attention
12793,335,2,461.48,1,2,2,122,Lost
12794,53,2,860.41,2,2,3,223,At Risk
12795,19,1,229.23000000000002,3,1,1,311,Potential Loyalist
12797,366,1,226.03,1,1,1,111,Needs Attention
12802,187,1,397.58,1,1,2,112,Needs Attention
12808,37,3,455.65000000000003,3,3,2,332,Loyal
12809,178,1,379.81,1,1,2,112,Needs Attention
12811,262,2,458.85,1,2,2,122,Lost
12812,45,1,229.64000000000001,3,1,1,311,Potential Loyalist
12815,148,2,761.46,1,2,3,123,Lost
12816,96,2,395.3,2,2,2,222,At Risk
12817,281,1,126.03999999999999,1,1,1,111,Needs Attention
12818,262,1,267.6,1,1,2,112,Needs Attention
12820,3,4,923.62,4,3,3,433,Loyal
12821,214,1,92.72,1,1,1,111,Needs Attention
12822,71,2,878.1800000000001,2,2,3,223,At Risk
12823,127,3,765.0,2,3,3,233,At Risk
12824,60,1,397.12,2,1,2,212,At Risk
12826,3,7,1460.8,4,4,4,444,Champion
12827,6,3,430.15000000000003,4,3,2,432,Loyal
12828,3,6,1001.76,4,4,3,443,Loyal
12829,337,2,60.3,1,2,1,121,Lost
12831,262,1,189.55,1,1,1,111,Needs Attention
12832,32,2,383.03,3,2,2,322,Potential Loyalist
12833,145,1,389.68,1,1,2,112,Needs Attention
12834,283,1,312.38,1,1,2,112,Needs Attention
12836,59,4,2153.91,2,3,4,234,At Risk
12837,173,1,91.65,1,1,1,111,Needs Attention
12838,34,2,642.5,3,2,3,323,Potential Loyalist
12839,3,14,5484.32,4,4,4,444,Champion
12840,144,4,2726.77,2,3,4,234,At Risk
12841,5,25,3751.28,4,4,4,444,Champion
12842,70,2,783.69,2,2,3,223,At Risk
12843,66,8,1602.64,2,4,4,244,At Risk
12844,29,2,325.96000000000004,3,2,2,322,Potential Loyalist
12845,267,3,145.29000000000002,1,3,1,131,Lost
12847,22,1,758.68,3,1,3,313,Potential Loyalist
12849,31,2,881.4499999999999,3,2,3,323,Potential Loyalist
12851,97,1,114.86,2,1,1,211,At Risk
12852,295,1,286.05,1,1,2,112,Needs Attention
12853,135,6,1640.9,2,4,4,244,At Risk
12854,79,3,1142.8,2,3,3,233,At Risk
12855,373,1,38.1,1,1,1,111,Needs Attention
12856,8,6,2053.73,4,4,4,444,Champion
12857,211,2,1106.4,1,2,3,123,Lost
12863,52,1,449.2,2,1,2,212,At Risk
12864,138,1,10.2,2,1,1,211,At Risk
12865,26,2,1429.42,3,2,4,324,Potential Loyalist
12866,283,1,499.12,1,1,2,112,Needs Attention
12867,26,7,3839.42,3,4,4,344,Loyal
12868,186,6,1581.5600000000002,1,4,4,144,Lost
12871,84,2,217.44,2,2,1,221,At Risk
12872,327,2,574.47,1,2,3,123,Lost
12873,282,1,374.0,1,1,2,112,Needs Attention
12876,58,2,1280.22,2,2,3,223,At Risk
12877,4,12,1526.65,4,4,4,444,Champion
12878,236,2,854.99,1,2,3,123,Lost
12879,45,3,220.66,3,3,1,331,Loyal
12881,276,1,103.0,1,1,1,111,Needs Attention
12882,9,2,1463.04,4,2,4,424,Potential Loyalist
12883,25,4,620.82,3,3,3,333,Loyal
12884,88,1,139.05,2,1,1,211,At Risk
12885,63,3,1083.92,2,3,3,233,At Risk
12886,68,2,1287.31,2,2,3,223,At Risk
12888,214,2,354.12,1,2,2,122,Lost
12890,24,1,376.71999999999997,3,1,2,312,Potential Loyalist
12893,31,1,176.55,3,1,1,311,Potential Loyalist
12895,42,2,335.05,3,2,2,322,Potential Loyalist
12897,205,2,216.5,1,2,1,121,Lost
12901,10,16,1684.62,4,4,4,444,Champion
12902,265,1,104.78,1,1,1,111,Needs Attention
12904,18,2,407.31,4,2,2,422,Potential Loyalist
12906,12,5,1470.82,4,4,4,444,Champion
12909,40,5,1194.77,3,4,3,343,Loyal
12910,23,8,2809.84,3,4,4,344,Loyal
12912,3,5,1160.7,4,4,3,443,Loyal
12913,5,5,1425.95,4,4,4,444,Champion
12915,149,2,312.65,1,2,2,122,Lost
12916,139,4,2348.75,2,3,4,234,At Risk
12919,8,6,1227.91,4,4,3,443,Loyal
12920,17,1,128.88,4,1,1,411,Potential Loyalist
12921,9,37,16060.5,4,4,4,444,Champion
12922,161,1,405.38,1,1,2,112,Needs Attention
12923,64,1,171.57,2,1,1,211,At Risk
12924,88,4,644.2,2,3,3,233,At Risk
12925,5,2,652.63,4,2,3,423,Potential Loyalist
12928,35,5,1760.54,3,4,4,344,Loyal
12929,312,1,87.95,1,1,1,111,Needs Attention
12930,78,2,403.05,2,2,2,222,At Risk
12931,67,2,76.96,2,2,1,221,At Risk
12933,24,3,575.6899999999999,3,3,3,333,Loyal
12935,2,7,2051.26,4,4,4,444,Champion
12936,17,4,1063.9,4,3,3,433,Loyal
12937,15,4,1430.32,4,3,4,434,Loyal
12938,26,1,100.22,3,1,1,311,Potential Loyalist
12939,335,1,81.36,1,1,1,111,Needs Attention
12940,55,2,751.72,2,2,3,223,At Risk
12942,131,3,569.4,2,3,3,233,At Risk
12944,36,2,579.51,3,2,3,323,Potential Loyalist
12945,288,1,411.95,1,1,2,112,Needs Attention
12947,144,5,1348.75,2,4,4,244,At Risk
12948,16,7,2006.81,4,4,4,444,Champion
12949,31,8,4088.17,3,4,4,344,Loyal
12950,8,2,409.0,4,2,2,422,Potential Loyalist
12951,9,6,1047.1200000000001,4,4,3,443,Loyal
12952,6,4,1246.76,4,3,3,433,Loyal
12953,10,1,274.95,4,1,2,412,Potential Loyalist
12955,1,11,3837.96,4,4,4,444,Champion
12956,306,1,91.12,1,1,1,111,Needs Attention
12957,10,8,3832.71,4,4,4,444,Champion
12962,7,2,240.89000000000001,4,2,1,421,Potential Loyalist
12963,8,8,1761.66,4,4,4,444,Champion
12965,89,1,731.5600000000001,2,1,3,213,At Risk
12966,10,1,147.68,4,1,1,411,Potential Loyalist
12967,358,2,930.1,1,2,3,123,Lost
12968,112,1,135.95,2,1,1,211,At Risk
12970,7,4,367.22,4,3,2,432,Loyal
12971,4,82,7746.0,4,4,4,444,Champion
12974,198,1,124.85000000000001,1,1,1,111,Needs Attention
12976,212,1,303.6,1,1,2,112,Needs Attention
12977,156,1,19.24,1,1,1,111,Needs Attention
12980,302,2,259.2,1,2,2,122,Lost
12981,30,2,372.21999999999997,3,2,2,322,Potential Loyalist
12982,243,1,390.54,1,1,2,112,Needs Attention
12984,19,1,97.5,3,1,1,311,Potential Loyalist
12985,1,2,1069.34,4,2,3,423,Potential Loyalist
12987,74,2,445.25,2,2,2,222,At Risk
12988,292,1,454.82,1,1,2,112,Needs Attention
12989,3,12,3029.63,4,4,4,444,Champion
12990,31,3,409.5,3,3,2,332,Loyal
12991,23,2,461.26,3,2,2,322,Potential Loyalist
12993,23,4,414.76,3,3,2,332,Loyal
12994,4,3,923.4200000000001,4,3,3,433,Loyal
12995,85,1,211.32,2,1,1,211,At Risk
12997,22,4,1110.31,3,3,3,333,Loyal
12999,205,2,297.18,1,2,2,122,Lost
13000,260,2,439.81,1,2,2,122,Lost
13001,4,13,5935.31,4,4,4,444,Champion
13002,318,1,120.94999999999999,1,1,1,111,Needs Attention
13003,151,2,89.05000000000001,1,2,1,121,Lost
13004,12,18,5492.35,4,4,4,444,Champion
13005,174,2,438.7,1,2,2,122,Lost
13006,56,1,43.32,2,1,1,211,At Risk
13008,323,1,229.46999999999997,1,1,1,111,Needs Attention
13011,372,1,50.550000000000004,1,1,1,111,Needs Attention
13012,9,8,1595.8400000000001,4,4,4,444,Champion
13013,1,13,4618.39,4,4,4,444,Champion
13014,11,9,2673.08,4,4,4,444,Champion
13015,53,5,2926.19,2,4,4,244,At Risk
13016,73,3,709.34,2,3,3,233,At Risk
13018,16,28,6944.79,4,4,4,444,Champion
13021,4,9,2385.88,4,4,4,444,Champion
13023,64,2,599.9,2,2,3,223,At Risk
13026,1,4,440.52,4,3,2,432,Loyal
13028,23,2,623.88,3,2,3,323,Potential Loyalist
13029,31,2,116.5,3,2,1,321,Potential Loyalist
13030,11,2,625.54,4,2,3,423,Potential Loyalist
13032,52,2,909.18,2,2,3,223,At Risk
13033,357,1,190.55,1,1,1,111,Needs Attention
13034,55,2,627.82,2,2,3,223,At Risk
13035,74,2,797.8,2,2,3,223,At Risk
13037,138,3,868.32,2,3,3,233,At Risk
13038,80,3,908.46,2,3,3,233,At Risk
13040,9,2,676.99,4,2,3,423,Potential Loyalist
13043,273,1,207.7,1,1,1,111,Needs Attention
13044,291,1,458.47,1,1,2,112,Needs Attention
13045,99,1,305.28000000000003,2,1,2,212,At Risk
13046,31,2,518.8100000000001,3,2,2,322,Potential Loyalist
13047,57,9,3131.59,2,4,4,244,At Risk
13048,14,4,1819.41,4,3,4,434,Loyal
13049,64,2,453.58,2,2,2,222,At Risk
13050,15,17,5342.21,4,4,4,444,Champion
13052,212,1,348.15000000000003,1,1,2,112,Needs Attention
13055,78,3,1160.86,2,3,3,233,At Risk
13058,25,3,271.40000000000003,3,3,2,332,Loyal
13059,250,1,94.15,1,1,1,111,Needs Attention
13060,254,1,307.53,1,1,2,112,Needs Attention
13061,72,1,248.61,2,1,1,211,At Risk
13062,191,1,220.5,1,1,1,111,Needs Attention
13064,13,4,1027.26,4,3,3,433,Loyal
13065,373,1,193.11,1,1,1,111,Needs Attention
13066,24,2,405.65000000000003,3,2,2,322,Potential Loyalist
13067,82,1,115.46000000000001,2,1,1,211,At Risk
13069,1,24,3980.22,4,4,4,444,Champion
13070,192,1,228.8,1,1,1,111,Needs Attention
13072,267,1,177.15,1,1,1,111,Needs Attention
